1,0.00000
2,1.45896
3,1.58156
4,1.53001
5,1.50204
6,1.48620
7,1.41094
8,1.35958
9,1.26796
10,1.22133
11,1.13079
12,1.05836
13,1.01182
14,0.97795
15,0.95617
16,0.93394
17,0.89010
18,0.90972
19,0.86467
20,0.82665
21,0.84420
22,0.80352
23,0.81587
24,0.85735
25,0.82869
26,0.78290
27,0.83459
28,0.90418
29,0.88429
30,0.86257
31,0.86883
32,0.86294
33,0.80580
34,0.80733
35,0.81275
36,0.81279
37,0.81540
38,0.79736
39,0.76957
40,0.75429
41,0.77668
42,0.77940
43,0.77757
44,0.78664
45,0.77187
46,0.74384
47,0.69832
48,1.12892
49,1.07977
50,1.00528
51,0.96900
52,0.92989
53,0.87662
54,0.83527
55,0.79678
56,0.76571
57,0.74581
58,0.70881
59,0.66704
60,0.64661
61,0.61644
62,0.60503
63,0.57919
64,0.58065
65,0.55032
66,0.53858
67,0.54107
68,0.51531
69,0.47834
70,0.47451
71,0.45334
72,0.43143
73,0.41963
74,0.40222
75,0.38839
76,0.36270
77,0.35809
78,0.37010
79,0.36432
80,0.33323
81,0.30390
82,0.31099
83,0.31114
84,0.30719
85,0.31205
86,0.30060
87,0.28794
88,0.28140
89,0.27093
90,0.26647
91,0.26721
92,0.26130
93,0.25844
94,0.25281
95,0.27121
96,0.25577
97,0.25007
98,0.24944
99,0.23808
100,0.26077
101,0.25823
102,0.26589
103,0.28235
104,0.26433
105,0.25154
106,0.26262
107,0.24856
108,0.26126
109,0.24722
110,0.23063
111,0.22594
112,0.21511
113,0.20890
114,0.20379
115,0.19961
116,0.19350
117,0.18490
118,0.18490
119,0.19056
120,0.19827
121,0.19732
122,0.18812
123,0.20021
124,0.19771
125,0.19368
126,0.18393
127,0.17644
128,0.74493
129,0.71274
130,0.66056
131,0.61418
132,0.57114
133,0.53439
134,0.50221
135,0.46412
136,0.44907
137,0.41867
138,0.39131
139,0.37899
140,0.35331
141,0.33457
142,0.32383
143,0.30177
144,0.30176
145,0.28831
146,0.27218
147,0.26165
148,0.25588
149,0.25741
150,0.24914
151,0.24143
152,0.25225
153,0.25563
154,0.25289
155,0.25299
156,0.27606
157,0.26060
158,0.27129
159,0.26598
160,0.24192
161,0.22555
162,0.25399
163,0.25541
164,0.24001
165,0.22635
166,0.24387
167,0.24394
168,0.24929
169,0.24415
170,0.23735
171,0.23459
172,0.23598
173,0.23664
174,0.23509
175,0.22976
176,0.22596
177,0.21546
178,0.21570
179,0.20889
180,0.19914
181,0.20169
182,0.19468
183,0.18291
184,0.19546
185,0.18851
186,0.19951
187,0.18793
188,0.17742
189,0.17846
190,0.20082
191,0.20273
192,0.21164
193,0.20026
194,0.18426
195,0.18204
196,0.17527
197,0.16876
198,0.16593
199,0.16394
200,0.15964
201,0.14807
202,0.14576
203,0.13397
204,0.13184
205,0.12973
206,0.13768
207,0.13849
208,0.70827
209,0.65145
210,0.59922
211,0.55486
212,0.51005
213,0.46362
214,0.42331
215,0.39665
216,0.37591
217,0.34495
218,0.32166
219,0.29615
220,0.27781
221,0.25705
222,0.23886
223,0.22690
224,0.21661
225,0.21522
226,0.19826
227,0.19605
228,0.18363
229,0.17433
230,0.16828
231,0.16100
232,0.15632
233,0.14354
234,0.13712
235,0.14078
236,0.12995
237,0.12591
238,0.12689
239,0.12457
240,0.11559
241,0.10840
242,0.10666
243,0.10314
244,0.09365
245,0.08504
246,0.10227
247,0.10206
248,0.10005
249,0.09244
250,0.08780
251,0.08049
252,0.08254
253,0.08060
254,0.08151
255,0.07861
256,0.08087
257,0.07965
258,0.07386
259,0.07642
260,0.07422
261,0.07273
262,0.07810
263,0.07206
264,0.07070
265,0.06870
266,0.06316
267,0.06005
268,0.05925
269,0.06284
270,0.06510
271,0.06171
272,0.07561
273,0.07213
274,0.06863
275,0.06555
276,0.06454
277,0.06643
278,0.06190
279,0.07006
280,0.06816
281,0.07396
282,0.07877
283,0.07505
284,0.07585
