1,0.0000 
2,0.0844 
3,0.0793 
4,0.1018 
5,0.0962 
6,0.1549 
7,0.1088 
8,0.1619 
9,0.1424 
10,0.1493 
11,0.1526 
12,0.1331 
13,0.1832 
14,0.2425 
15,0.2821 
16,0.3170 
17,0.3210 
18,0.3775 
19,0.3975 
20,0.3903 
21,0.4146 
22,0.3981 
23,0.3641 
24,0.3320 
25,0.3651 
26,0.4008 
27,0.3821 
28,0.3803 
29,0.4208 
30,0.4211 
31,0.4429 
32,0.4382 
33,0.4620 
34,0.4769 
35,0.4817 
36,0.5142 
37,0.5332 
38,0.5359 
39,0.5590 
40,0.5655 
41,0.5678 
42,0.5584 
43,0.5619 
44,0.5539 
45,0.5368 
46,0.5437 
47,0.5646 
48,0.5643 
49,0.5714 
50,0.5822 
51,0.5792 
52,0.5813 
53,0.5855 
54,0.6048 
55,0.6256 
56,0.6277 
57,0.6316 
58,0.6499 
59,0.6319 
60,0.6248 
61,0.6268 
62,0.6165 
63,0.6295 
64,0.6289 
65,0.6419 
66,0.6513 
67,0.6425 
68,0.6441 
69,0.6510 
70,0.6444 
71,0.6475 
72,0.6538 
73,0.6575 
74,0.6540 
75,0.6559 
76,0.6559 
77,0.6709 
78,0.6710 
79,0.6630 
80,0.6687 
81,0.6738 
82,0.6829 
83,0.6896 
84,0.6941 
85,0.6872 
86,0.6950 
87,0.6865 
88,0.6835 
89,0.6885 
90,0.6963 
91,0.6923 
92,0.6730 
93,0.6651 
94,0.6642 
95,0.6634 
96,0.6736 
97,0.6594 
98,0.6575 
99,0.6465 
100,0.6474
101,0.6483 
102,0.6663 
103,0.6731 
104,0.6761 
105,0.6866 
106,0.6883 
107,0.6913 
108,0.6894 
109,0.6845 
110,0.6911 
111,0.6829 
112,0.6771 
113,0.6875 
114,0.6969 
115,0.6975 
116,0.7043 
117,0.7058 
118,0.7024 
119,0.6931 
120,0.7003 
121,0.6990 
122,0.6995 
123,0.7108 
124,0.7006 
125,0.7056 
126,0.6459 
127,0.6438 
128,0.6420 
129,0.6450 
130,0.6570 
131,0.6694 
132,0.6681 
133,0.6747 
134,0.6760 
135,0.6740 
136,0.6723 
137,0.6879 
138,0.6941 
139,0.7012 
140,0.6952 
141,0.7069 
142,0.7065 
143,0.7109 
144,0.7117 
145,0.7264 
146,0.7288 
147,0.7293 
148,0.7267 
149,0.7228 
150,0.7255 
151,0.7248 
152,0.7383 
153,0.7254 
154,0.7107 
155,0.7209 
156,0.7160 
157,0.7256
158,0.7218 
159,0.7309 
160,0.7172 
161,0.7079 
162,0.7059 
163,0.7103 
164,0.7127 
165,0.7008 
166,0.7042 
167,0.7150 
168,0.7076 
169,0.7149 
170,0.7216 
171,0.7291 
172,0.7281 
173,0.7224 
174,0.7205 
175,0.7203 
176,0.7311 
177,0.7330 
178,0.7347 
179,0.7331 
180,0.7379 
181,0.7376 
182,0.7372 
183,0.7370 
184,0.7430 
185,0.7390 
186,0.7416 
187,0.7425 
188,0.7354 
189,0.7212 
190,0.7319 
191,0.7447 
192,0.7530 
193,0.7683 
194,0.7759 
195,0.7733 
196,0.7694 
197,0.7784 
198,0.7787 
199,0.7727 
200,0.7751
201,0.7835 
202,0.7864 
203,0.7890 
204,0.7742 
205,0.7796 
206,0.7860 
207,0.7777 
208,0.7718 
209,0.7618 
210,0.7716 
211,0.7757 
212,0.7715 
213,0.7428 
214,0.7248 
215,0.7148 
216,0.7199 
217,0.7182 
218,0.7245 
219,0.7239 
220,0.7297 
221,0.7333 
222,0.7443 
223,0.7449 
224,0.7563 
225,0.7604 
226,0.7672 
227,0.7717 
228,0.7805 
229,0.7805 
230,0.7822 
231,0.7774 
232,0.7809 
233,0.7794 
234,0.7843 
235,0.7746 
236,0.7768 
237,0.7773 
