1,0.00000
2,2.30998
3,2.55152
4,2.52574
5,2.47001
6,2.45845
7,2.42929
8,2.43223
9,2.39628
10,2.41658
11,2.33136
12,2.31038
13,2.36825
14,2.27000
15,2.33524
16,2.27189
17,2.26463
18,2.15984
19,2.18534
20,2.16378
21,2.11552
22,2.08828
23,2.06969
24,2.07418
25,2.04702
26,2.02098
27,1.97718
28,1.92018
29,1.89358
30,1.90300
31,1.86736
32,1.86704
33,1.87879
34,1.86996
35,1.89692
36,1.85053
37,1.87922
38,1.87176
39,1.84146
40,1.78845
41,1.77333
42,1.74578
43,1.71510
44,1.74690
45,1.80500
46,1.78824
47,1.76218
48,1.71742
49,1.72524
50,1.73482
51,1.74067
52,1.75803
53,1.75178
54,1.68067
55,1.69052
56,1.69316
57,1.71411
58,1.75052
59,1.72867
60,1.73588
61,1.70705
62,1.69919
63,1.66946
64,1.65636
65,1.65824
66,1.68376
67,1.71827
68,1.71139
69,1.69943
70,1.69827
71,1.68407
72,1.69084
73,1.66433
74,1.63118
75,1.64971
76,1.65347
77,1.66851
78,1.65439
79,1.64828
80,1.64430
81,1.61630
82,1.60967
83,1.62785
84,1.60836
85,1.61703
86,1.61275
87,1.60115
88,1.59525
89,1.58561
90,1.57804
91,1.55958
92,1.57033
93,1.52832
94,1.52951
95,1.50974
96,1.51962
97,1.52465
98,1.53148
99,1.52846
100,1.51718
101,1.51725
102,1.51199
103,1.51828
104,1.50958
105,1.52590
106,1.49361
107,1.47286
108,1.45573
109,1.44707
110,1.44557
111,1.44579
112,1.43477
113,1.43624
114,1.44029
115,1.45091
116,1.44057
117,1.45993
118,1.46829
119,1.45459
120,1.44291
121,1.43027
122,1.41550
123,1.39681
124,1.39050
125,1.40507
126,1.61292
127,1.59165
128,1.58750
129,1.56280
130,1.53472
131,1.49864
132,1.49259
133,1.47713
134,1.46556
135,1.44513
136,1.43035
137,1.43623
138,1.43526
139,1.41246
140,1.39645
141,1.39867
142,1.40508
143,1.38257
144,1.37922
145,1.36849
146,1.36603
147,1.34937
148,1.34962
149,1.32847
150,1.32375
151,1.30496
152,1.28300
153,1.25286
154,1.28420
155,1.30061
156,1.28877
157,1.28485
158,1.25031
159,1.21088
160,1.21506
161,1.21282
162,1.23952
163,1.23859
164,1.25033
165,1.27435
166,1.29677
167,1.28583
168,1.28732
169,1.32081
170,1.32468
171,1.30459
172,1.29424
173,1.27898
174,1.27444
175,1.28809
176,1.29997
177,1.27993
178,1.24837
179,1.26766
180,1.27518
181,1.26847
182,1.24910
183,1.25660
184,1.24883
185,1.25199
186,1.26406
187,1.26748
188,1.26504
189,1.27188
190,1.25831
191,1.25734
192,1.26285
193,1.28845
194,1.26817
195,1.25844
196,1.25676
197,1.24570
198,1.22945
199,1.25475
200,1.24943
201,1.21410
202,1.22193
203,1.24303
204,1.23098
205,1.24307
206,1.22914
207,1.22974
208,1.20858
209,1.19929
210,1.18294
211,1.18038
212,1.15930
213,1.15098
214,1.13273
215,1.12966
216,1.12728
217,1.14174
218,1.15721
219,1.16525
220,1.14530
221,1.12749
222,1.14471
223,1.14869
224,1.17141
225,1.15450
226,1.16794
227,1.15846
228,1.15544
229,1.15989
230,1.16326
231,1.16802
232,1.15073
233,1.15606
234,1.14639
235,1.14497
236,1.14641
237,1.11894
238,1.10742
239,1.11051
240,1.10604
241,1.09778
242,1.11173
243,1.09189
244,1.11050
245,1.10427
246,1.13394
247,1.12726
248,1.10402
249,1.11575
250,1.10904
251,1.09347
252,1.08801
253,1.08626
254,1.08570
255,1.09573
256,1.11177
257,1.10678
258,1.11394
259,1.13103
260,1.12895
261,1.14418
262,1.12769
263,1.11812
264,1.13272
265,1.11935
266,1.12825
267,1.10030
268,1.08588
269,1.08874
270,1.07411
271,1.06132
272,1.05483
273,1.07089
274,1.05904
275,1.05910
276,1.04296
277,1.02824
278,1.03977
279,1.03869
280,1.05530
281,1.07749
282,1.09795
283,1.08589
284,1.60760
285,1.54963
286,1.49365
287,1.43353
288,1.37498
289,1.32414
290,1.29428
291,1.26607
292,1.23799
293,1.22577
294,1.23350
295,1.20079
296,1.16968
297,1.16257
298,1.15077
299,1.12969
300,1.11118
301,1.09464
302,1.08752
