Wall time,Step,Value
1588677102.6599438,7,2.3001813888549805
1588677110.223743,20,2.0301318168640137
1588677113.7165508,26,1.8526246547698975
1588677123.145735,42,1.3861323595046997
1588677124.329022,44,1.3167561292648315
1588677126.106729,47,1.1893893480300903
1588677127.2902882,49,1.1358222961425781
1588677130.8979578,55,0.9550967812538147
1588677132.709435,58,0.9336831569671631
1588677138.043222,67,0.8253358006477356
1588677141.566392,73,0.8020491003990173
1588677142.793649,75,0.7814920544624329
1588677143.3985689,76,0.7642191648483276
1588677146.524181,81,0.7253416180610657
1588677151.7391622,89,0.6950814723968506
1588677156.649106,96,0.6553646326065063
1588677164.678782,104,0.6317530274391174
1588677166.80042,107,0.6161982417106628
1588677167.510614,108,0.6019395589828491
1588677172.654912,115,0.5761220455169678
1588677176.5247161,120,0.5289435386657715
1588677182.996181,128,1.1349128484725952
1588677194.56658,141,0.6666908860206604
1588677206.051935,152,0.538946270942688
1588677214.302328,157,0.5268888473510742
1588677216.764844,160,0.5392789244651794
1588677226.536491,169,0.5393015146255493
1588677227.6702578,170,0.5282908082008362
1588677239.5342941,180,0.4587119221687317
1588677245.655872,185,0.4662988483905792
1588677248.214794,187,0.47281613945961
1588677249.497949,188,0.4684881865978241
1588677254.758131,192,0.4550417959690094
1588677268.764265,200,0.490693062543869
1588677278.0863512,208,0.42525365948677063
1588677279.2085319,209,0.4214935302734375
1588677284.8256671,214,0.4316723942756653
1588677297.133099,225,0.4292314052581787
1588677303.967207,231,0.40379977226257324
1588677309.587178,236,0.37740272283554077
1588677313.0319061,239,0.37891507148742676
1588677326.1602418,251,0.4162343740463257
1588677332.524199,257,0.3926571011543274
1588677337.726322,262,0.4204298257827759
1588677340.829365,265,0.4272927939891815
1588677344.955061,269,0.40741416811943054
1588677348.972181,273,0.4194949269294739
1588677351.006252,275,0.39383774995803833
1588677370.732342,294,0.7009884119033813
1588677375.849567,299,0.5648081302642822
1588677380.2435431,300,0.5487635731697083
1588677385.365927,305,0.4889471232891083
1588677390.408184,310,0.44368648529052734
1588677392.4512472,312,0.438472181558609
1588677402.669228,320,0.34322208166122437
1588677403.7439559,321,0.3600984811782837
1588677410.8368242,328,0.3315252661705017
1588677411.8426628,329,0.3204810619354248
1588677414.949634,332,0.3151668310165405
1588677424.186223,341,0.31805387139320374
1588677432.25024,349,0.36549627780914307
1588677449.1347048,365,0.31035667657852173
1588677453.339916,369,0.29674795269966125
1588677459.443965,375,0.29978835582733154
1588677463.5171058,379,0.297195166349411
1588677465.5441742,381,0.29084402322769165
1588677478.687202,394,0.31400296092033386
1588677498.940444,410,0.30874043703079224
1588677512.271298,423,0.2829914093017578
1588677513.408588,424,0.27394500374794006
1588677515.500235,426,0.3036603629589081
1588677521.8881931,432,0.2767733335494995
1588677531.43411,441,0.28596505522727966
1588677533.598801,443,1.128257393836975
1588677534.634408,444,1.0492697954177856
1588677537.847917,447,0.8447343707084656
1588677543.944739,453,0.5770102143287659
1588677553.160204,462,0.3476099967956543
1588677556.383262,465,0.2961060106754303
1588677557.4284859,466,0.2869498133659363
1588677569.9809291,476,0.25170254707336426
1588677585.357692,491,0.25816577672958374
1588677587.355339,493,0.248726487159729
1588677589.356433,495,0.2598772644996643
1588677607.354683,509,0.28057754039764404
1588677612.352095,514,0.26034998893737793
1588677614.4132512,516,0.25033727288246155
1588677617.480524,519,0.2742971181869507
1588677625.735395,527,0.24838851392269135
1588677632.16027,533,0.27294957637786865
1588677634.3194938,535,0.2813750207424164
1588677637.49151,538,0.29794055223464966
1588677643.6695418,544,0.26918014883995056
1588677648.6916249,549,0.24167104065418243
1588677658.916998,559,0.23482754826545715
1588677665.294345,565,0.25228631496429443
1588677671.682476,571,0.2557259500026703
1588677675.9694579,575,0.2834227681159973
1588677682.1811159,581,0.3251397907733917
1588677684.28848,583,0.30434444546699524
1588677685.27997,584,0.29338377714157104
1588677687.30026,586,0.2703753411769867
1588677689.332303,588,0.27940452098846436
1588677690.3443708,589,0.27126410603523254
1588677695.585365,594,0.26826032996177673
